id,Pobre_classification,Pobre_income
2b32a6ecb09624cfca188822,No_Pobre,Pobre
285f7c74c857f704dd216ee3,No_Pobre,No_Pobre
d07411c05b52643c3a6758e6,No_Pobre,No_Pobre
4ba360df1a843702b7dbd511,Pobre,No_Pobre
28d845b1bf859200cfb8aed9,Pobre,No_Pobre
9200c766453b008ae73b2863,No_Pobre,No_Pobre
c2c8585568867f617bcfb0e6,No_Pobre,No_Pobre
eb843b520f60c31914478c22,No_Pobre,No_Pobre
19a813ab3e0e0240e3536452,No_Pobre,No_Pobre
6b8d7ab80e4a439b3f1497ab,Pobre,No_Pobre
2246e6962e8f658df001c2ff,No_Pobre,No_Pobre
12654a39bd7e53f29bab5de1,No_Pobre,No_Pobre
73d4e2fa78e63c0f78aaacc6,No_Pobre,No_Pobre
8ad46ba790f340cb9097780a,No_Pobre,No_Pobre
0cd698ecfbf5df04565ebb28,No_Pobre,No_Pobre
3ab92ae3250f106457d5486f,No_Pobre,No_Pobre
9436c717c72e553bec8f672b,No_Pobre,No_Pobre
267fa4d0f44e4ee6e57084db,No_Pobre,Pobre
ca7104f4c1cc4f7822fdd594,Pobre,No_Pobre
3c5bafdc8b1e7d0b111df5ba,No_Pobre,No_Pobre
0999b16718ba621076928f64,No_Pobre,No_Pobre
6ab9bd4a6d98e6305375c980,No_Pobre,No_Pobre
a41186c079892043ab7bef93,Pobre,No_Pobre
b18cf0058899432f99ab0390,No_Pobre,No_Pobre
8ebeeccf28fcb982de5d134b,Pobre,No_Pobre
f150d2a1757f943579d79618,No_Pobre,No_Pobre
72e4d2e04141df717823cf30,No_Pobre,No_Pobre
b931715c420303852d11daca,Pobre,No_Pobre
0bbe5e61b369cd671785ec57,No_Pobre,No_Pobre
113231979cfb41dda35c49aa,No_Pobre,No_Pobre
a3a8c81ab1f0916044018544,No_Pobre,No_Pobre
8816a510852e1fa29af4c07d,No_Pobre,No_Pobre
ecb2081ea3304da77e1e9c23,No_Pobre,No_Pobre
7a202ce3174b7cd5f9ff548f,No_Pobre,No_Pobre
d3ec43fc2303409b5173bfe1,No_Pobre,No_Pobre
e4ca3aa0aca1d9c397263a28,No_Pobre,Pobre
6866c86f232409587da87f14,No_Pobre,No_Pobre
bdcb075b615eaf461f249a70,No_Pobre,No_Pobre
86054c34cd6b387ec003f678,No_Pobre,Pobre
a7df612a0a9144a6089a9784,No_Pobre,No_Pobre
e3d478019624b74c84d39291,No_Pobre,No_Pobre
a2958caee761450772e8c218,Pobre,Pobre
7d6a0b7873d126fa3a320b02,No_Pobre,No_Pobre
7f553e2a4ebeceb09ebb38b5,No_Pobre,No_Pobre
16921eb5bb739ad18747a2c4,No_Pobre,No_Pobre
41d53f01403c3e02bfe509be,Pobre,No_Pobre
ed993d0a0d216f3b5a5a7e7b,No_Pobre,No_Pobre
e81167c3fac304934a636de4,No_Pobre,No_Pobre
1a61498a13c86c247d73588c,No_Pobre,No_Pobre
851f2b5f35cc493d5c4956a7,No_Pobre,No_Pobre
451bceb68f5669349d648458,No_Pobre,No_Pobre
215e66bcbc7485738bfd67c5,No_Pobre,No_Pobre
0732c6ab35dffa3391a0eded,No_Pobre,No_Pobre
7b5d96d923451134b33a9ec3,No_Pobre,No_Pobre
8922399963146b3d280fc36f,No_Pobre,No_Pobre
3ae799d72881682f8a7aa488,No_Pobre,No_Pobre
35dc64f4fc29311091ae60ef,No_Pobre,No_Pobre
b20c55e6dfab295ca0a8c941,Pobre,No_Pobre
c0a9d2df883fefdf831c2fe1,No_Pobre,No_Pobre
6c20ee11b288b0798abffab9,Pobre,No_Pobre
c5fb9052ce21e15c46c08dba,Pobre,No_Pobre
4247c4b12f337fd16d2f3a8b,No_Pobre,No_Pobre
ae5327be76da639479ee51bc,No_Pobre,No_Pobre
a545b60bf61c05c15434206e,No_Pobre,No_Pobre
bb384e3719450ff2b0549673,No_Pobre,No_Pobre
cbad5f2ef49454d19bbaa82f,No_Pobre,No_Pobre
82e7761b242ae4dc02cca96e,No_Pobre,No_Pobre
67dbf780c47d2a320d0ff1f0,No_Pobre,No_Pobre
74b041b728e64a68a041cf9d,No_Pobre,No_Pobre
78106f5f29a8366bdce1f052,No_Pobre,No_Pobre
70787b9775c4e3705175a675,No_Pobre,No_Pobre
242bd78ee890bb4ec0af7c7f,No_Pobre,No_Pobre
cebbe6268f75a2eece607970,No_Pobre,No_Pobre
73f13ee7ddcb0b0702b7ee03,No_Pobre,No_Pobre
c18cde6861759f3d60d4ee3e,No_Pobre,No_Pobre
a17f8f944d0f75e561cffc59,No_Pobre,No_Pobre
2e879fba3bbd2082f4c9528c,No_Pobre,No_Pobre
3111b4382eb5ed5c2fed1b75,No_Pobre,No_Pobre
bd4c720c7619c2343caf05e8,No_Pobre,No_Pobre
12f92ae0fef2b41162d6c004,Pobre,No_Pobre
f330d370fdb01ad426e61c2e,No_Pobre,No_Pobre
321a79071c8ce443e5b375e3,No_Pobre,No_Pobre
570196d1a1ed2a56e3165aae,No_Pobre,No_Pobre
2760e43c30a3e43862bfe17e,No_Pobre,No_Pobre
a2e2ce02a720be8497a0bc67,No_Pobre,No_Pobre
c9b723604299d10899e9ea41,No_Pobre,No_Pobre
a65e7eff8c397fec8812f74c,No_Pobre,No_Pobre
02a38281e131f7b3c165dfb1,No_Pobre,No_Pobre
ee0679ed254c12da6087f875,No_Pobre,No_Pobre
f9e32af93b725c059120be49,Pobre,Pobre
02e3e33a24d643d513b096f0,No_Pobre,No_Pobre
6fb2c2d81453a167c07ec05e,No_Pobre,No_Pobre
cc92bdaa068e45f210a95fee,No_Pobre,No_Pobre
b6040e24c0d03693bc197f59,Pobre,No_Pobre
f1b72d326eb060f8c147c9d3,No_Pobre,No_Pobre
7c429c0b6bd952cb5333997b,Pobre,No_Pobre
b26e2d6a923293b6031b7119,No_Pobre,No_Pobre
f25b9dbf2fbcf6c9ab8600cb,No_Pobre,No_Pobre
bb06d0c097883e64f4e772e6,No_Pobre,No_Pobre
3bb74a5e9a484eac0d8abc26,Pobre,No_Pobre
95b8c854796160d84160ee7f,No_Pobre,Pobre
7998741bccc6fc23616b88aa,No_Pobre,No_Pobre
534cadfd80e541b773a18e09,No_Pobre,No_Pobre
e72ee53a2bf357e9a0a70684,Pobre,No_Pobre
bd8a5da5f91cb8730719e6bd,No_Pobre,No_Pobre
b77f94ba1f69a35b39613715,No_Pobre,No_Pobre
ce8f3109b078580176d9183d,Pobre,No_Pobre
cf18f3067ebe759fc8a0405d,No_Pobre,No_Pobre
90453994b0290cf22c0f142e,No_Pobre,No_Pobre
10efac3436ddc0531a41fe58,No_Pobre,No_Pobre
afeeb052e0774eb8c16dfb99,No_Pobre,No_Pobre
9c32b4067a35f81cf5ee5ade,No_Pobre,No_Pobre
557bdee4fd83c4d536e76c64,No_Pobre,No_Pobre
e32d23501583510837d6c21e,No_Pobre,No_Pobre
c979c4574b34c2612309d491,No_Pobre,Pobre
4bee6861ac64842418bf647a,No_Pobre,No_Pobre
60261b9124d9f7fe6a4422fb,No_Pobre,No_Pobre
279565ee1913a281f5ab8fa2,No_Pobre,No_Pobre
4a36547bd51910c647c6efb4,No_Pobre,No_Pobre
859c39c5bbde41162903d858,No_Pobre,No_Pobre
b1cf3b1c70d5da54d4a03869,No_Pobre,No_Pobre
dae4339647bdfb1f99ef88b7,No_Pobre,No_Pobre
3bc9bef61738fd0ef2896097,No_Pobre,No_Pobre
56c119f00d4435082d5b460f,No_Pobre,No_Pobre
d790b0b651edbc48e0343443,Pobre,No_Pobre
f4ab89c6caa2e665a13708fa,No_Pobre,No_Pobre
2ce28b0637e2ef4fd4aae06b,No_Pobre,No_Pobre
9c8b03c707affdc6e4a4573f,No_Pobre,No_Pobre
9ee9f1508306a86e6ab93848,No_Pobre,No_Pobre
104b3aa28047f1f88f233c07,Pobre,Pobre
11ae172bf37c5c130040a09b,Pobre,No_Pobre
a3244fa4bca62849cf2c5263,No_Pobre,No_Pobre
cc7a66204102ddd6aaee3dfb,No_Pobre,No_Pobre
3ef25ac21de9bbb519492087,No_Pobre,No_Pobre
af78bdb1f08653c103d88ff0,No_Pobre,No_Pobre
046cb2b55dde58a9d63836e8,No_Pobre,No_Pobre
93e94f78c488f49e9bfcb43f,No_Pobre,No_Pobre
0eb6be33d17945ebf2f3a784,No_Pobre,No_Pobre
a898427bb08b2488eee5b049,No_Pobre,No_Pobre
f696d8d1c25d162ff89d3efb,No_Pobre,No_Pobre
136a149f2ea93304281f92df,No_Pobre,No_Pobre
482c5c17c27e224d7aac3ed0,No_Pobre,No_Pobre
cd764b4ca3803ea523dd74f4,No_Pobre,No_Pobre
52c8678df8f1b8a4a267541e,No_Pobre,No_Pobre
dbd8d73c2e3c8266b6c92472,No_Pobre,No_Pobre
9703357ab294c5f966f8b325,No_Pobre,No_Pobre
19fdb69c4beb11e16c0dd648,Pobre,No_Pobre
daa27643c1519613bc21a2fc,No_Pobre,No_Pobre
c8ec8f69b971657183ec79d6,No_Pobre,No_Pobre
edd3d6dc2259174aac757a03,No_Pobre,No_Pobre
a7ed5be39662e110383f01c0,No_Pobre,No_Pobre
3ec40bc695cf752d9bc1f8a7,No_Pobre,No_Pobre
e2e35a597f121d3e617b2777,No_Pobre,No_Pobre
af5d9afbd60f52ade3bf0988,No_Pobre,No_Pobre
61a6d6f593de94de41db51b7,No_Pobre,No_Pobre
b0830ed15da0f61e6f25d1a6,No_Pobre,No_Pobre
af6ac907dd2b68c636e1e66c,No_Pobre,No_Pobre
8b8b25c4504dfac3865337a9,No_Pobre,No_Pobre
f0a19b37745ba1afb771e054,No_Pobre,No_Pobre
9381ad2c70f595ccc99b7294,No_Pobre,No_Pobre
e6d317e5589ca180e49db14a,No_Pobre,No_Pobre
6b525a197bdda955758bc05a,No_Pobre,No_Pobre
c638f73ac0f0335a446ab7e5,No_Pobre,No_Pobre
0429d8c3c206608139ee7b1b,No_Pobre,No_Pobre
2926bddefacfa5e250bf5a97,No_Pobre,No_Pobre
fb809baf858c6ac2dc867f9b,Pobre,No_Pobre
5848a010de7f168ca21aa5c7,No_Pobre,No_Pobre
7531b7df65a1a919d2da2fb0,Pobre,No_Pobre
2c104de8c93288a0b5033793,No_Pobre,No_Pobre
4b03b0e44764f249cf704eac,No_Pobre,No_Pobre
9bd386e02681464a6266bd0c,Pobre,No_Pobre
69f29a84a08d241935241063,No_Pobre,No_Pobre
292d745e19f543ab59147897,No_Pobre,No_Pobre
60bc9e6304d1bd915ffffda2,Pobre,No_Pobre
5c60cd6db4b3b4d97bfc4843,No_Pobre,No_Pobre
04bcbd4a0eedecb7de733cf9,Pobre,Pobre
499cf32c3a52db99f3a3d65d,No_Pobre,No_Pobre
8b312ccc9f7ca3a4e7431552,No_Pobre,No_Pobre
5827dab96f0f1a5a2d5d9315,No_Pobre,No_Pobre
1bf9c3102ff8e705ba8abe9f,No_Pobre,No_Pobre
89087765b72ee4afae5fcc09,No_Pobre,No_Pobre
50e773b9803fa6b61e876fe4,No_Pobre,No_Pobre
f3aea7b4f57564951a2af2ce,No_Pobre,No_Pobre
2d1a870843bdb22b1ae2c07a,No_Pobre,No_Pobre
cafcb2826370bda986b27f3f,Pobre,No_Pobre
30595df593edfed1686e8640,No_Pobre,No_Pobre
1000d33e187f4b9197e400d9,No_Pobre,No_Pobre
7ab61a87dbebb5bb4925c3aa,No_Pobre,No_Pobre
8254fb85ae615f5fd87690e6,No_Pobre,No_Pobre
955c60588df411b7e3bc737a,No_Pobre,No_Pobre
5dcb5440ef5679bc84ebbb00,No_Pobre,No_Pobre
156fac7dc50db3e5db543fd4,No_Pobre,No_Pobre
44fd9ba619e612f590baeb33,No_Pobre,No_Pobre
f60bf4e39e35bbfe1db6bd44,Pobre,Pobre
9db036e9fbeddba01bbb6fd0,No_Pobre,No_Pobre
1b952dbe67bbacb4ffaa970b,No_Pobre,No_Pobre
56859799b0e49b318673c360,No_Pobre,No_Pobre
984b359c9ba85d3c768b988c,No_Pobre,No_Pobre
21cabe04a04953943fdf55fd,No_Pobre,No_Pobre
009030f71cd9ea355059a038,No_Pobre,No_Pobre
bebfb316bb82c3941898e6d6,No_Pobre,No_Pobre
ff3f4312422110f5dea0e196,No_Pobre,No_Pobre
702ba08d6cb7ee993557b44e,No_Pobre,No_Pobre
044e9276caf50edead1ed72f,No_Pobre,No_Pobre
1f0334ad254530cb59c02b0c,Pobre,No_Pobre
d481790a92590e7083273c8b,No_Pobre,No_Pobre
0491756d884b1b15b5b82773,Pobre,Pobre
494f1362088139d3e53caa2a,No_Pobre,No_Pobre
f4e8c2d1b7f20f3b60d544f4,No_Pobre,No_Pobre
26db801077f485871ba7d1ce,Pobre,No_Pobre
89552d0a38ae8d9806793eb0,No_Pobre,Pobre
b7689fc2eb0f2b7fc937e58f,No_Pobre,No_Pobre
d5048d7a94752fecc5db2495,No_Pobre,No_Pobre
7ea744a1d1bd80d3a3c4bf74,No_Pobre,No_Pobre
4328053b8c721ade83314558,No_Pobre,No_Pobre
e38f26ab39aa90ae09dbdced,No_Pobre,No_Pobre
2c2eace19a5c3d7bf8a9df42,No_Pobre,No_Pobre
808e7dd7eca4abebc0832b7a,No_Pobre,No_Pobre
1fda0aa6b3924d8a5118cc0b,No_Pobre,No_Pobre
cb220534c62cc0c4ce289348,No_Pobre,No_Pobre
980d4f89af3e5cea6dd802f0,Pobre,No_Pobre
22f742d4922aeb84b9e01f5c,No_Pobre,No_Pobre
83d4a8d55aee03d144b94875,No_Pobre,No_Pobre
5f153d3dd8dc325d21993821,Pobre,Pobre
7460743827a0ff9876461702,No_Pobre,No_Pobre
b7bc51482cbad255eb7a246b,No_Pobre,No_Pobre
c799ae9a5783b22a434983b6,No_Pobre,No_Pobre
4b6f8493c966dc18c9aa5c27,No_Pobre,No_Pobre
9f4accc156bb8def473398d4,No_Pobre,No_Pobre
2cff035d35219a68acb2c26c,No_Pobre,No_Pobre
fe12e50e0c54fb54892635cd,No_Pobre,No_Pobre
0cefd48a6208114abc1f76a7,No_Pobre,No_Pobre
54c363feb8792763fd517e65,No_Pobre,No_Pobre
72d768d2760b394e3ecf27c3,No_Pobre,No_Pobre
0728ce1330f4d37b72f9bc64,Pobre,No_Pobre
11f5824d7c52f61a17e9ae3c,Pobre,No_Pobre
1c35406a586ed1fb51b7ea3a,No_Pobre,No_Pobre
45922906f85df872a2c07060,No_Pobre,No_Pobre
5c3a11d1b3fc2baed38ca126,No_Pobre,No_Pobre
bf4e39ebf59eb40a9086b8de,No_Pobre,No_Pobre
ea35e8e9e56ccbbc406413b7,No_Pobre,No_Pobre
75f5ca6abdf1394586234a53,No_Pobre,No_Pobre
edd4e4e6b9968994994effa9,No_Pobre,No_Pobre
186d652d3d7befa20398c820,No_Pobre,No_Pobre
ecd7322ff37488a60cf19f13,No_Pobre,No_Pobre
12ee5e3a9232800aa0af5a70,No_Pobre,No_Pobre
afa9715da4018871b0b5b6ad,No_Pobre,No_Pobre
2a07cb81bebcdd38ff6b52b4,Pobre,No_Pobre
e78e2c6be04b5f1ffd9cb09c,Pobre,No_Pobre
1f0f1554f9d67f02ddf95fef,No_Pobre,No_Pobre
3fa03e17cbe6b901bd59cf4e,No_Pobre,No_Pobre
5fb2e182d859cb95653528cf,Pobre,No_Pobre
0c5b6690607a6cea81db1d86,No_Pobre,No_Pobre
593e08550021b680b8e0af61,No_Pobre,No_Pobre
db92bf63528492000d6d7ae3,No_Pobre,No_Pobre
8ee153ee5a18989ea28d0f3d,No_Pobre,No_Pobre
5feb212bafa0c8d23fd46971,No_Pobre,No_Pobre
389050254fa171c8b32b6a37,Pobre,No_Pobre
1bb2aa813b3d7787b37e34f8,No_Pobre,No_Pobre
26dab0873a50ec29407357b4,No_Pobre,No_Pobre
9a08f58ce918507a691055a1,No_Pobre,No_Pobre
e6641d0fc65b2edd8fdb0778,No_Pobre,No_Pobre
9c41bf28a2b2cff649fa397f,Pobre,No_Pobre
c6c0cf905c93da832170cc88,No_Pobre,No_Pobre
ebb92c9cc6f3d2fc3061a29e,No_Pobre,No_Pobre
893cbfbe8f7f6b3f4d157b42,No_Pobre,No_Pobre
d5b8eaaaecaad3a4938509e4,No_Pobre,No_Pobre
87bb3a5412294cdfad672ea4,No_Pobre,No_Pobre
be4267d3d1371cabde5c3519,Pobre,No_Pobre
e6fa2c50396e9ad43099ca94,No_Pobre,No_Pobre
b96bea4fc4e8c521d0715d65,No_Pobre,No_Pobre
d380b431fc7106dd0cbc68b9,Pobre,No_Pobre
400312f869bcf76df9274942,No_Pobre,No_Pobre
8e303949b52167ac30aa2e38,No_Pobre,No_Pobre
b32182da08b90ba5726e14ce,No_Pobre,No_Pobre
4338d96f2a85b386e6dec2a8,No_Pobre,No_Pobre
906010f2d2196a549a7fad3c,No_Pobre,No_Pobre
68599945305eecc815fa1cbf,No_Pobre,No_Pobre
75d458daae38fccfeef9a6cc,No_Pobre,No_Pobre
bf1a732b7725cf6e90de5ec6,Pobre,No_Pobre
c4572783cc19cfce130f69b2,No_Pobre,No_Pobre
7192fab0d85104393ab38781,No_Pobre,No_Pobre
12a5f1fe8d3fff5faef78a96,No_Pobre,No_Pobre
083b4071c03960dda52f2288,No_Pobre,No_Pobre
46e12baa61a367c7e1edb514,No_Pobre,No_Pobre
ca787668b4d5f67afa6eabf7,No_Pobre,No_Pobre
372671acca0b0093d9f2fa62,Pobre,No_Pobre
e43bb0f30016c05cf1db0b6c,No_Pobre,No_Pobre
c46ced90959993fd608667d5,Pobre,No_Pobre
695c9876890d3606eb9c1993,No_Pobre,No_Pobre
81fb84d01a250062075525a7,No_Pobre,No_Pobre
ad2d81a4f9d2a3ae33417319,No_Pobre,No_Pobre
d62b7e74c8950f4e7f28553f,Pobre,No_Pobre
ea44870504945b25dc41704a,No_Pobre,No_Pobre
a05ca4aff124ecf4c4b6d613,No_Pobre,No_Pobre
8732c86454b7bb173429539d,Pobre,No_Pobre
df308b251f4c13de7cce6b36,No_Pobre,No_Pobre
1cff3d7638a0303fe93d692e,No_Pobre,No_Pobre
775a1f1a62f14d5991215271,Pobre,No_Pobre
99fb9317789dd02fa1065971,No_Pobre,No_Pobre
30006559c2be5be47dff17ac,Pobre,No_Pobre
48a2a6741ab313cd92ce212b,No_Pobre,No_Pobre
5c0ada88204b90d85e5ebcf4,No_Pobre,No_Pobre
e6dd8a9ff65567192c203112,No_Pobre,No_Pobre
c5202bb71a90a66c08759ec0,Pobre,No_Pobre
cef46c8af93be2ba3366d023,No_Pobre,No_Pobre
0395dd525ecb9f16523e7bb5,No_Pobre,No_Pobre
3916d4f503e090cbb488180c,Pobre,No_Pobre
5e6129b64febb98a9ca9c6b8,No_Pobre,No_Pobre
017e3947484e6a114142911f,Pobre,Pobre
30c79505177c3b33f4c630cf,No_Pobre,No_Pobre
b0fed21b1d4ff03d7f895b62,No_Pobre,No_Pobre
2ffce073d96e52a93ac5b585,Pobre,Pobre
83ac7314ce50a191e7d60055,No_Pobre,No_Pobre
833090cf8ab83e74a3a217ae,No_Pobre,No_Pobre
6de423536d48208ef5c504ce,Pobre,No_Pobre
ab6317013ca43f5cd56913c6,No_Pobre,No_Pobre
e1f2cae652e0b1fc543e6c7d,No_Pobre,No_Pobre
1d7c19a6a2d667f19adc4269,No_Pobre,No_Pobre
4f29c3b31bbeccd13bfe5db9,No_Pobre,No_Pobre
2b99b77932d5090675f2faa2,No_Pobre,No_Pobre
fea9c653ffee97c980f7f214,Pobre,No_Pobre
511cd378ee21ec3f69e2d363,Pobre,No_Pobre
0fb25d695e11a1f618050fcd,No_Pobre,No_Pobre
51d2e34178c52927a38270a6,No_Pobre,No_Pobre
7616bc432ac170781f8113ba,No_Pobre,No_Pobre
602468dd9ecef15f3658516b,No_Pobre,No_Pobre
1ddbbfdb91012b0b7536b15b,No_Pobre,No_Pobre
ff266f808ea6e35fa2aee1c1,No_Pobre,No_Pobre
62aa0772dbe22593be696d08,No_Pobre,No_Pobre
f4a293417ca72f0402ba7534,No_Pobre,No_Pobre
32715f56284a276d3207eac1,No_Pobre,No_Pobre
4a66cc700d7e80fad3ff4a0d,No_Pobre,No_Pobre
7e592c7978b8093e3d8c8837,No_Pobre,No_Pobre
3c0e4091e690600cc8070f96,No_Pobre,No_Pobre
c43f22076c392e0fc7546891,Pobre,No_Pobre
397b1e179ef13eb786d2c827,No_Pobre,No_Pobre
74455322cb0e05cce6e62f92,No_Pobre,No_Pobre
e005074064bac09ff277c66b,No_Pobre,No_Pobre
6459c693830467e14b48b779,No_Pobre,No_Pobre
487e941c6c4b4632a62b55e3,No_Pobre,No_Pobre
21d142ac38eb2d2a0dc3e0a5,No_Pobre,No_Pobre
04249bcd18ada9588ade843d,No_Pobre,No_Pobre
d6603b5691fa4ecedd705396,Pobre,No_Pobre
bf6f3d8154d6e1e10966413b,No_Pobre,No_Pobre
634c489d31e29042f680e108,Pobre,No_Pobre
2260e210fa0be68eaff87e3d,No_Pobre,No_Pobre
37e418b9b4ab92b08a554a7e,Pobre,Pobre
e246676161372e4a75c21332,No_Pobre,No_Pobre
2e9790981e8b08f9e8e37a4b,No_Pobre,No_Pobre
